,Topic,Word,Score
701,Topic 14,harm,0.07403195835487748
702,Topic 14,gene,0.036925172597919796
703,Topic 14,relationships,0.029484207405623807
704,Topic 14,drugs,0.02235823131944681
705,Topic 14,xml,0.022128699113084502
706,Topic 14,genes,0.022047005284301577
707,Topic 14,heritable,0.02002068843562302
708,Topic 14,text,0.019804364683788434
709,Topic 14,ontology,0.018973982278395245
710,Topic 14,relations,0.017608958074879114
711,Topic 14,knowledge,0.017291326967922845
712,Topic 14,relationship,0.016798102608590174
713,Topic 14,schema,0.015964235480988756
714,Topic 14,response,0.015417162188913001
715,Topic 14,treatment,0.014806829223517613
716,Topic 14,class,0.014519153441241333
717,Topic 14,set,0.01378157739774387
718,Topic 14,genetic,0.013119913939867457
719,Topic 14,used,0.012767695517193409
720,Topic 14,two,0.012686558044928685
721,Topic 14,using,0.012114633355694637
722,Topic 14,verapamil,0.010948001212724141
723,Topic 14,entities,0.010930516917186288
724,Topic 14,disease,0.010898927007136466
725,Topic 14,one,0.010862058255187405
726,Topic 14,effect,0.010648225638415464
727,Topic 14,effects,0.010473064070201604
728,Topic 14,based,0.010446279478278083
729,Topic 14,curate,0.01037883097415292
730,Topic 14,fier,0.01027658848408633
731,Topic 14,map,0.010086473630095759
732,Topic 14,flow,0.010001403327234615
733,Topic 14,dose,0.009931215902694137
734,Topic 14,also,0.009829463225816293
735,Topic 14,network,0.009757865255931124
736,Topic 14,concepts,0.009675231932305725
737,Topic 14,type,0.009635623799037017
738,Topic 14,mining,0.00959375236545734
739,Topic 14,base,0.009593030488073825
740,Topic 14,vast,0.009552737933870487
741,Topic 14,genetics,0.009420679456051455
742,Topic 14,name,0.009318093351429028
743,Topic 14,treatments,0.008984623237192301
744,Topic 14,different,0.008982305819976177
745,Topic 14,abstracts,0.008892738666929542
746,Topic 14,associations,0.008835900130247794
747,Topic 14,methods,0.008814660212059625
748,Topic 14,phenotype,0.008793290826139085
749,Topic 14,mine,0.00854056349396956
750,Topic 15,rac,0.025478097083833535
751,Topic 15,species,0.024943564619227865
752,Topic 15,rrna,0.022237498576750045
753,Topic 15,biome,0.02201635679043178
754,Topic 15,communities,0.02141726694622444
755,Topic 15,micro,0.020001591647308643
756,Topic 15,microbial,0.01995846256338891
757,Topic 15,diversity,0.019937376409775928
758,Topic 15,subgroup,0.01859476866202522
759,Topic 15,coa,0.018539901198089362
760,Topic 15,sequencing,0.017734471073492585
761,Topic 15,abundance,0.017695468771969106
762,Topic 15,phyla,0.017158417367840004
763,Topic 15,meta,0.017087109854236508
764,Topic 15,metabolic,0.01704319327954489
765,Topic 15,sequences,0.015107179163463371
766,Topic 15,tree,0.014969669079473604
767,Topic 15,dictionary,0.014499512134150802
768,Topic 15,organisms,0.014306490596510608
769,Topic 15,community,0.013947042398750036
770,Topic 15,samples,0.013904529585725113
771,Topic 15,phylogenetic,0.013659445849504313
772,Topic 15,unit,0.013220102198353657
773,Topic 15,weighted,0.01315962196195498
774,Topic 15,clone,0.013099384210065818
775,Topic 15,bacterial,0.013083240048589082
776,Topic 15,two,0.012437499777161302
777,Topic 15,table,0.012199000824532149
778,Topic 15,lose,0.012172005262184859
779,Topic 15,cfs,0.012169924638233695
780,Topic 15,set,0.012000059627998104
781,Topic 15,distance,0.011904998976794017
782,Topic 15,genus,0.011722906177583913
783,Topic 15,axis,0.011697112648980169
784,Topic 15,genomic,0.011689925493541153
785,Topic 15,based,0.011564189906727135
786,Topic 15,test,0.011542399762536019
787,Topic 15,parametric,0.011541122352620153
788,Topic 15,well,0.011467440318419104
789,Topic 15,taxa,0.011339898603989486
790,Topic 15,strains,0.011288324598022662
791,Topic 15,different,0.011075271443830203
792,Topic 15,reads,0.01074752046429668
793,Topic 15,blast,0.010557215793390237
794,Topic 15,methods,0.010528644981222527
795,Topic 15,class,0.010129683079739063
796,Topic 15,classes,0.009867167779992542
797,Topic 15,sequence,0.00973138023913319
798,Topic 15,using,0.009693063883149175
799,Topic 15,used,0.00952430646663601
800,Topic 16,rna,0.09542509903663386
801,Topic 16,rnas,0.037733200941577144
802,Topic 16,sequence,0.03381352660965082
803,Topic 16,structure,0.030463846632661447
804,Topic 16,secondary,0.027421243584752383
805,Topic 16,sequences,0.026465099692361275
806,Topic 16,reads,0.025791439085057346
807,Topic 16,alignments,0.02355916400518625
808,Topic 16,base,0.02194456519289064
809,Topic 16,sci,0.020702635780282194
810,Topic 16,length,0.020582160330117102
811,Topic 16,intron,0.020305360306684988
812,Topic 16,binding,0.020154179637727518
813,Topic 16,protein,0.018676164087094084
814,Topic 16,transcripts,0.017218885853047976
815,Topic 16,used,0.017212634072872216
816,Topic 16,structures,0.016454643909075674
817,Topic 16,seq,0.015451282201110283
818,Topic 16,loop,0.015339985056694384
819,Topic 16,alignment,0.014948929999545066
820,Topic 16,energy,0.014706700459021487
821,Topic 16,clip,0.01451207444570673
822,Topic 16,number,0.014475880277931426
823,Topic 16,two,0.014323997879462787
824,Topic 16,transcript,0.014314915463797673
825,Topic 16,knot,0.013510954948348378
826,Topic 16,zoar,0.01350668256306242
827,Topic 16,rib,0.013441459561990563
828,Topic 16,pseudo,0.013287730513974638
829,Topic 16,grammar,0.013262085031857832
830,Topic 16,cus,0.012985604035155281
831,Topic 16,structural,0.012675947665553
832,Topic 16,pair,0.01233908990470386
833,Topic 16,fig,0.011658496010460314
834,Topic 16,pairs,0.011622527398722004
835,Topic 16,minimum,0.011582469669399673
836,Topic 16,prediction,0.01158218092388019
837,Topic 16,norn,0.011578701549001114
838,Topic 16,sites,0.01153026331027128
839,Topic 16,sub,0.010805769856977484
840,Topic 16,using,0.010777603943412628
841,Topic 16,nucleotide,0.01071411000250709
842,Topic 16,nucleotides,0.010576213705738373
843,Topic 16,table,0.01048715273947368
844,Topic 16,set,0.010334378644619998
845,Topic 16,algorithm,0.010098690747868273
846,Topic 16,facial,0.009986686611755988
847,Topic 16,detect,0.009848142648948252
848,Topic 16,also,0.009818579606300204
849,Topic 16,read,0.009730271226845902
850,Topic 17,peptide,0.06442488991745686
851,Topic 17,mass,0.05829861535257737
852,Topic 17,spectra,0.04679801090810394
853,Topic 17,peak,0.043302773741467994
854,Topic 17,peaks,0.04172420235680218
855,Topic 17,peptides,0.03955190298719242
856,Topic 17,spectrum,0.03590156613172249
857,Topic 17,ion,0.021199027288614187
858,Topic 17,teo,0.02047024486168417
859,Topic 17,intensity,0.019728855650748677
860,Topic 17,set,0.01913003683281624
861,Topic 17,mic,0.01852352036806728
862,Topic 17,tms,0.017789121897292252
863,Topic 17,protein,0.01761094915036397
864,Topic 17,pro,0.017563549847986238
865,Topic 17,ions,0.017194495858364987
866,Topic 17,error,0.015605814588490556
867,Topic 17,identified,0.015397814805747792
868,Topic 17,samples,0.014951652404345117
869,Topic 17,features,0.01473636286708198
870,Topic 17,proteins,0.014508560720443814
871,Topic 17,number,0.01394148307545417
872,Topic 17,pep,0.013563004711897095
873,Topic 17,identification,0.013415100005493797
874,Topic 17,diagnosis,0.01317092474627094
875,Topic 17,algorithm,0.013054452570951093
876,Topic 17,values,0.012654767598458535
877,Topic 17,intensities,0.011844800917988979
878,Topic 17,one,0.011779718171524622
879,Topic 17,quest,0.011058495331804983
880,Topic 17,using,0.010986436489259926
881,Topic 17,detect,0.010958714734226205
882,Topic 17,tissue,0.010923508732156167
883,Topic 17,two,0.010550538555388428
884,Topic 17,first,0.010469288189955968
885,Topic 17,top,0.010391235596496124
886,Topic 17,latent,0.010326638374214934
887,Topic 17,characteristics,0.010313951115290864
888,Topic 17,fragment,0.010103501646898376
889,Topic 17,feature,0.010012747536615716
890,Topic 17,matrix,0.010009878421468735
891,Topic 17,subtle,0.009715878286653976
892,Topic 17,marker,0.009612820928754153
893,Topic 17,score,0.009599443070519484
894,Topic 17,selected,0.009522840760873346
895,Topic 17,used,0.009500456263125033
896,Topic 17,different,0.009316604375610861
897,Topic 17,trim,0.009268007510045305
898,Topic 17,spectral,0.009259330040161981
899,Topic 17,fragmentation,0.009185233905057846
900,Topic 18,alignment,0.09049982452139299
901,Topic 18,alignments,0.063014943844905
902,Topic 18,sequences,0.04132652021168576
903,Topic 18,scoring,0.036648105581723225
904,Topic 18,score,0.03658387083325257
905,Topic 18,gap,0.030928970044300837
906,Topic 18,optimal,0.028341132488013718
907,Topic 18,length,0.027911077595357995
908,Topic 18,sequence,0.024018700448795203
909,Topic 18,path,0.02285729783402519
910,Topic 18,probability,0.02206061474178642
911,Topic 18,matrix,0.01947492057519984
912,Topic 18,aligned,0.01944010745311699
913,Topic 18,algorithm,0.018904561746262507
914,Topic 18,local,0.01884504363111211
915,Topic 18,scores,0.017702294744847635
916,Topic 18,two,0.017279465046808596
917,Topic 18,log,0.017166023439598478
918,Topic 18,pairs,0.01576108916055939
919,Topic 18,temperature,0.01508810488690998
920,Topic 18,del,0.014895265530818146
921,Topic 18,suboptimal,0.014846971253976979
922,Topic 18,consensus,0.01473582106170144
923,Topic 18,act,0.014707117648329491
924,Topic 18,gcc,0.014570854002720015
925,Topic 18,hox,0.014161076383154432
926,Topic 18,die,0.01405696067387064
927,Topic 18,given,0.013940943258420506
928,Topic 18,one,0.01386450629440038
929,Topic 18,paths,0.013715508334827858
930,Topic 18,substitution,0.013629300797910816
931,Topic 18,can,0.01351652742679578
932,Topic 18,matrices,0.01307299346518177
933,Topic 18,rectangle,0.012918856721486143
934,Topic 18,with,0.012855192608901791
935,Topic 18,nite,0.01285104149871535
936,Topic 18,pair,0.012841455764516434
937,Topic 18,markov,0.012562295941612667
938,Topic 18,align,0.012396618492670068
939,Topic 18,heap,0.012178548001784972
940,Topic 18,parameters,0.01209656246112931
941,Topic 18,number,0.011872318322644253
942,Topic 18,are,0.011866952466122013
943,Topic 18,character,0.011817853912999325
944,Topic 18,sign,0.011420940344772148
945,Topic 18,maximum,0.011413611691221475
946,Topic 18,that,0.011382296427901391
947,Topic 18,used,0.01137464863667204
948,Topic 18,rent,0.011366456269602952
949,Topic 18,gaps,0.01122431945343224
