,Topic,Type,Word,Score,Lambda
508,Topic 3,Relevance,disorder,0.9492799765108806,0.25
509,Topic 3,Relevance,idr,0.9456986971371409,0.25
510,Topic 3,Relevance,hmm,0.9451200917160303,0.25
511,Topic 3,Relevance,nucleotide,0.9450793571910461,0.25
512,Topic 3,Relevance,intron,0.9447397126472376,0.25
513,Topic 3,Relevance,nucleotides,0.9436642380909742,0.25
514,Topic 3,Relevance,germline,0.9408039718671257,0.25
515,Topic 3,Relevance,rrna,0.9400723598966476,0.25
516,Topic 3,Relevance,oper,0.9400079167550913,0.25
517,Topic 3,Relevance,consensus,0.9398858075405694,0.25
518,Topic 3,Relevance,genome,0.9396475153700901,0.25
519,Topic 3,Relevance,base,0.9387407289961321,0.25
520,Topic 3,Relevance,introns,0.9373431109848834,0.25
521,Topic 3,Relevance,eps,0.9361396885111948,0.25
522,Topic 3,Relevance,coding,0.9345134424916512,0.25
523,Topic 3,Relevance,blast,0.934254604691635,0.25
524,Topic 3,Relevance,aligned,0.9341721092069516,0.25
525,Topic 3,Relevance,sequences,0.9812872344276027,0.5
526,Topic 3,Relevance,rna,0.9635850363523616,0.5
527,Topic 3,Relevance,dna,0.9591302962421895,0.5
528,Topic 3,Relevance,regions,0.9533822429926748,0.5
529,Topic 3,Relevance,mutation,0.9484752442401707,0.5
530,Topic 3,Relevance,mutations,0.9470294995208639,0.5
531,Topic 3,Relevance,genome,0.9383236462478989,0.5
532,Topic 3,Relevance,disordered,0.9288680642494158,0.5
533,Topic 3,Relevance,base,0.9256356168923842,0.5
534,Topic 3,Relevance,disorder,0.9242652418014453,0.5
535,Topic 3,Relevance,nucleotide,0.9209512204163177,0.5
536,Topic 3,Relevance,rnas,0.9156934634222592,0.5
537,Topic 3,Relevance,consensus,0.9144152232031728,0.5
538,Topic 3,Relevance,classes,0.9135616747908344,0.5
539,Topic 3,Relevance,length,0.9133133651308623,0.5
540,Topic 3,Relevance,coding,0.9132967983969308,0.5
541,Topic 3,Relevance,hmm,0.908459587497277,0.5
542,Topic 3,Relevance,aligned,0.9050723464239482,0.5
543,Topic 3,Relevance,idr,0.904636844724906,0.5
544,Topic 3,Relevance,intron,0.9041547319161275,0.5
545,Topic 3,Relevance,region,0.9037591126725779,0.5
546,Topic 3,Relevance,blast,0.9036860109421742,0.5
547,Topic 3,Relevance,class,0.9033841546062918,0.5
548,Topic 3,Relevance,nucleotides,0.9018241818470288,0.5
549,Topic 3,Relevance,rrna,0.8978690978900372,0.5
550,Topic 3,Relevance,sequences,0.9807865854702393,0.75
551,Topic 3,Relevance,rna,0.9515900864935506,0.75
552,Topic 3,Relevance,dna,0.9506184747103437,0.75
553,Topic 3,Relevance,regions,0.9430748783903395,0.75
554,Topic 3,Relevance,mutation,0.9306887505708787,0.75
555,Topic 3,Relevance,genome,0.930644518551915,0.75
556,Topic 3,Relevance,mutations,0.9305703711173838,0.75
557,Topic 3,Relevance,base,0.9060884512259538,0.75
558,Topic 3,Relevance,class,0.9034543711349485,0.75
559,Topic 3,Relevance,length,0.9021461950844993,0.75
560,Topic 3,Relevance,classes,0.8968613574212204,0.75
561,Topic 3,Relevance,disordered,0.8933562466920466,0.75
562,Topic 3,Relevance,disorder,0.8926433671766382,0.75
563,Topic 3,Relevance,nucleotide,0.8902513087688566,0.75
564,Topic 3,Relevance,region,0.8878024092465621,0.75
565,Topic 3,Relevance,coding,0.8856026696339545,0.75
566,Topic 3,Relevance,consensus,0.8823973276694232,0.75
567,Topic 3,Relevance,non,0.8772962900657256,0.75
568,Topic 3,Relevance,predicted,0.8767814606913283,0.75
569,Topic 3,Relevance,position,0.8756538592049701,0.75
570,Topic 3,Relevance,rnas,0.873516134128987,0.75
571,Topic 3,Relevance,score,0.8729766210387243,0.75
572,Topic 3,Relevance,alignments,0.8701772773440088,0.75
573,Topic 3,Relevance,genomic,0.8696798646579731,0.75
574,Topic 3,Relevance,aligned,0.8694352301152513,0.75
575,Topic 3,Saliency,sequences,0.69921476,
576,Topic 3,Saliency,rna,0.4102055,
577,Topic 3,Saliency,dna,0.40099588,
578,Topic 3,Saliency,regions,0.3490536,
579,Topic 3,Saliency,mutation,0.28026715,
580,Topic 3,Saliency,mutations,0.27917358,
581,Topic 3,Saliency,genome,0.27331182,
582,Topic 3,Saliency,base,0.17808092,
583,Topic 3,Saliency,length,0.1594708,
584,Topic 3,Saliency,class,0.14928652,
585,Topic 3,Saliency,classes,0.148106,
586,Topic 3,Saliency,disordered,0.14437862,
587,Topic 3,Saliency,disorder,0.1423101,
588,Topic 3,Saliency,nucleotide,0.13621572,
589,Topic 3,Saliency,coding,0.12458476,
590,Topic 3,Saliency,region,0.123982795,
591,Topic 3,Saliency,consensus,0.11857482,
592,Topic 3,Saliency,rnas,0.10230078,
593,Topic 3,Saliency,position,0.101001374,
594,Topic 3,Saliency,predicted,0.09834203,
595,Topic 3,Saliency,aligned,0.094782606,
596,Topic 3,Saliency,alignments,0.09371678,
597,Topic 3,Saliency,blast,0.090352975,
598,Topic 3,Saliency,hmm,0.088653505,
599,Topic 3,Saliency,non,0.086707145,
600,Topic 4,Probability,interactions,0.01803244836628437,
601,Topic 4,Probability,proteins,0.017012819647789,
602,Topic 4,Probability,interaction,0.013043001294136047,
603,Topic 4,Probability,cluster,0.010418884456157684,
604,Topic 4,Probability,functional,0.010289490222930908,
605,Topic 4,Probability,clusters,0.009580409154295921,
606,Topic 4,Probability,similarity,0.009119764901697636,
607,Topic 4,Probability,function,0.0087885158136487,
608,Topic 4,Probability,networks,0.00856595765799284,
609,Topic 4,Probability,clustering,0.008509024046361446,
610,Topic 4,Probability,different,0.008276114240288734,
611,Topic 4,Probability,human,0.006738909054547548,
612,Topic 4,Probability,pairs,0.005258637946099043,
613,Topic 4,Probability,similar,0.005227583460509777,
614,Topic 4,Probability,many,0.005046430975198746,
615,Topic 4,Probability,score,0.00498949782922864,
616,Topic 4,Probability,biological,0.004875630605965853,
617,Topic 4,Probability,sets,0.0047979941591620445,
618,Topic 4,Probability,information,0.00463236914947629,
619,Topic 4,Probability,value,0.0046064904890954494,
620,Topic 4,Probability,correlation,0.004570260178297758,
621,Topic 4,Probability,matrix,0.00416137371212244,
622,Topic 4,Probability,structure,0.004109615925699472,
623,Topic 4,Probability,high,0.0040682097896933556,
624,Topic 4,Probability,ppi,0.003892233595252037,
625,Topic 4,Relevance,fins,0.9446693222456706,0.
626,Topic 4,Relevance,hartigan,0.9446693222456706,0.
627,Topic 4,Relevance,lice,0.9446693222456706,0.
628,Topic 4,Relevance,rescues,0.9446693222456706,0.
629,Topic 4,Relevance,stringently,0.9446693222456706,0.
630,Topic 4,Relevance,instants,0.9446693222456706,0.
631,Topic 4,Relevance,crunch,0.9446693222456706,0.
632,Topic 4,Relevance,loll,0.9446693222456706,0.
633,Topic 4,Relevance,rko,0.9446693222456706,0.
634,Topic 4,Relevance,rabb,0.9446693222456706,0.
635,Topic 4,Relevance,hover,0.9446693222456706,0.
636,Topic 4,Relevance,pleated,0.9446693222456706,0.
637,Topic 4,Relevance,andrade,0.9446693222456706,0.
638,Topic 4,Relevance,reiterates,0.9446693222456706,0.
639,Topic 4,Relevance,fled,0.9446693222456706,0.
640,Topic 4,Relevance,zon,0.9446693222456706,0.
641,Topic 4,Relevance,repel,0.9446693222456706,0.
642,Topic 4,Relevance,sequester,0.9446693222456706,0.
643,Topic 4,Relevance,twists,0.9446693222456706,0.
644,Topic 4,Relevance,altitude,0.9446693222456706,0.
645,Topic 4,Relevance,restraining,0.9446693222456706,0.
646,Topic 4,Relevance,asserts,0.9446693222456706,0.
647,Topic 4,Relevance,proficient,0.9446693222456706,0.
648,Topic 4,Relevance,garo,0.9446693222456706,0.
649,Topic 4,Relevance,arya,0.9446693222456706,0.
650,Topic 4,Relevance,interactions,0.9480402792417196,0.25
651,Topic 4,Relevance,interaction,0.9391205103258228,0.25
652,Topic 4,Relevance,clusters,0.9314597058389724,0.25
653,Topic 4,Relevance,functional,0.9305803631037605,0.25
654,Topic 4,Relevance,cluster,0.9300637835432404,0.25
655,Topic 4,Relevance,proteins,0.9276139334037109,0.25
656,Topic 4,Relevance,similarity,0.9248291655213811,0.25
657,Topic 4,Relevance,clustering,0.9229590339838109,0.25
658,Topic 4,Relevance,ppi,0.9215083171762694,0.25
659,Topic 4,Relevance,yeast,0.9158264866332261,0.25
660,Topic 4,Relevance,connectivity,0.9073195153988474,0.25
661,Topic 4,Relevance,interact,0.9051432006163485,0.25
662,Topic 4,Relevance,topo,0.9046912920988124,0.25
663,Topic 4,Relevance,virus,0.9037795734955777,0.25
664,Topic 4,Relevance,hiv,0.90316947867468,0.25
665,Topic 4,Relevance,interacting,0.9028046108919515,0.25
666,Topic 4,Relevance,networks,0.8990645134511656,0.25
667,Topic 4,Relevance,correlation,0.8981153758693927,0.25
668,Topic 4,Relevance,partners,0.8968159601102619,0.25
669,Topic 4,Relevance,cov,0.8965492147712809,0.25
670,Topic 4,Relevance,ortho,0.8954282370267607,0.25
671,Topic 4,Relevance,functionally,0.8949294192652296,0.25
672,Topic 4,Relevance,idd,0.8932911676139792,0.25
673,Topic 4,Relevance,mutual,0.8926504861076962,0.25
674,Topic 4,Relevance,sars,0.8905323456172076,0.25
675,Topic 4,Relevance,interactions,0.9515913065263891,0.5
676,Topic 4,Relevance,interaction,0.9378769948692227,0.5
677,Topic 4,Relevance,proteins,0.9364442472794012,0.5
678,Topic 4,Relevance,functional,0.9264828142261389,0.5
679,Topic 4,Relevance,cluster,0.9264319979907454,0.5
680,Topic 4,Relevance,clusters,0.9253769829515011,0.5
681,Topic 4,Relevance,similarity,0.9197374941354702,0.5
682,Topic 4,Relevance,clustering,0.9168287597181914,0.5
683,Topic 4,Relevance,networks,0.9008879908135395,0.5
684,Topic 4,Relevance,ppi,0.8972480621578006,0.5
685,Topic 4,Relevance,function,0.8917084256707181,0.5
686,Topic 4,Relevance,human,0.8872780818480778,0.5
687,Topic 4,Relevance,yeast,0.8869954481929913,0.5
688,Topic 4,Relevance,correlation,0.8853061785126936,0.5
689,Topic 4,Relevance,different,0.880126671763311,0.5
690,Topic 4,Relevance,pairs,0.8766811822853096,0.5
691,Topic 4,Relevance,regulatory,0.8737227928318115,0.5
692,Topic 4,Relevance,similar,0.8723087669049462,0.5
693,Topic 4,Relevance,interact,0.8711477402053157,0.5
694,Topic 4,Relevance,connectivity,0.8704957460356828,0.5
695,Topic 4,Relevance,hiv,0.869152986537788,0.5
696,Topic 4,Relevance,functions,0.8689017932506774,0.5
697,Topic 4,Relevance,interacting,0.8687842302257803,0.5
698,Topic 4,Relevance,virus,0.8679799536512119,0.5
699,Topic 4,Relevance,degree,0.8679343247880518,0.5
700,Topic 4,Relevance,interactions,0.9487688696129686,0.75
701,Topic 4,Relevance,proteins,0.9390806426712046,0.75
702,Topic 4,Relevance,interaction,0.9302824301736595,0.75
703,Topic 4,Relevance,cluster,0.9164914725213843,0.75
704,Topic 4,Relevance,functional,0.9160693638712281,0.75
705,Topic 4,Relevance,clusters,0.9129567640354659,0.75
706,Topic 4,Relevance,similarity,0.9083609146674966,0.75
707,Topic 4,Relevance,clustering,0.9044180137187622,0.75
708,Topic 4,Relevance,networks,0.8966550708251443,0.75
709,Topic 4,Relevance,function,0.8929659152383853,0.75
710,Topic 4,Relevance,different,0.8850005391006182,0.75
711,Topic 4,Relevance,human,0.8812305743686976,0.75
712,Topic 4,Relevance,pairs,0.8670274136016122,0.75
713,Topic 4,Relevance,ppi,0.8665741496653787,0.75
714,Topic 4,Relevance,correlation,0.8663315942659191,0.75
715,Topic 4,Relevance,similar,0.8646204499606486,0.75
716,Topic 4,Relevance,sets,0.8592280840645374,0.75
717,Topic 4,Relevance,many,0.8580308940559862,0.75
718,Topic 4,Relevance,biological,0.8579497586294127,0.75
719,Topic 4,Relevance,score,0.8571554616378229,0.75
720,Topic 4,Relevance,functions,0.85205818141927,0.75
721,Topic 4,Relevance,regulatory,0.8519418359843866,0.75
722,Topic 4,Relevance,yeast,0.8517530513101613,0.75
723,Topic 4,Relevance,value,0.8478467486698135,0.75
724,Topic 4,Relevance,complex,0.8463316060327961,0.75
725,Topic 4,Saliency,interactions,0.3814339,
726,Topic 4,Saliency,proteins,0.3064343,
727,Topic 4,Saliency,interaction,0.2713151,
728,Topic 4,Saliency,cluster,0.20969649,
729,Topic 4,Saliency,functional,0.20843136,
730,Topic 4,Saliency,clusters,0.1979731,
731,Topic 4,Saliency,similarity,0.18026507,
732,Topic 4,Saliency,clustering,0.16783695,
733,Topic 4,Saliency,networks,0.13531962,
734,Topic 4,Saliency,function,0.117124535,
735,Topic 4,Saliency,human,0.0999358,
736,Topic 4,Saliency,different,0.09183714,
737,Topic 4,Saliency,ppi,0.089019865,
738,Topic 4,Saliency,correlation,0.083543435,
739,Topic 4,Saliency,pairs,0.077535585,
740,Topic 4,Saliency,similar,0.07185385,
741,Topic 4,Saliency,yeast,0.06942279,
742,Topic 4,Saliency,regulatory,0.06482922,
743,Topic 4,Saliency,sets,0.064795874,
744,Topic 4,Saliency,functions,0.06211664,
745,Topic 4,Saliency,biological,0.060674228,
746,Topic 4,Saliency,many,0.058206484,
747,Topic 4,Saliency,score,0.057000786,
748,Topic 4,Saliency,degree,0.055313084,
749,Topic 4,Saliency,complex,0.052044924,
750,Topic 5,Probability,features,0.017459847033023834,
751,Topic 5,Probability,performance,0.01540664304047823,
752,Topic 5,Probability,learning,0.012213331647217274,
753,Topic 5,Probability,training,0.011779485270380974,
754,Topic 5,Probability,models,0.011577696539461613,
755,Topic 5,Probability,feature,0.01114889420568943,
756,Topic 5,Probability,class,0.01025597844272852,
757,Topic 5,Probability,data,0.00990284699946642,
758,Topic 5,Probability,prediction,0.009761595167219639,
759,Topic 5,Probability,classification,0.007627675775438547,
760,Topic 5,Probability,accuracy,0.005771216936409473,
761,Topic 5,Probability,test,0.005766171962022781,
762,Topic 5,Probability,fier,0.005357549525797367,
763,Topic 5,Probability,fig,0.005110357888042927,
764,Topic 5,Probability,trained,0.0050346869975328445,
765,Topic 5,Probability,datasets,0.004959016107022762,
766,Topic 5,Probability,embedding,0.004842987284064293,
767,Topic 5,Probability,regression,0.004615974612534046,
768,Topic 5,Probability,use,0.00448985630646348,
769,Topic 5,Probability,cross,0.004484811797738075,
770,Topic 5,Probability,positive,0.004469677805900574,
771,Topic 5,Probability,image,0.00430320156738162,
772,Topic 5,Probability,task,0.00423257565125823,
773,Topic 5,Probability,different,0.004197262227535248,
774,Topic 5,Probability,neural,0.004076188895851374,
775,Topic 5,Relevance,goncalves,0.9428791303627841,0.
776,Topic 5,Relevance,ticks,0.9428791303627841,0.
777,Topic 5,Relevance,deteriorate,0.9428791303627841,0.
778,Topic 5,Relevance,musing,0.9428791303627841,0.
779,Topic 5,Relevance,inaccessibility,0.9428791303627841,0.
780,Topic 5,Relevance,unfairly,0.9428791303627841,0.
781,Topic 5,Relevance,rectifier,0.9428791303627841,0.
782,Topic 5,Relevance,midbrain,0.9428791303627841,0.
783,Topic 5,Relevance,warp,0.9428791303627841,0.
784,Topic 5,Relevance,scarcer,0.9428791303627841,0.
785,Topic 5,Relevance,animage,0.9428791303627841,0.
786,Topic 5,Relevance,ghost,0.9428791303627841,0.
787,Topic 5,Relevance,triage,0.9428791303627841,0.
788,Topic 5,Relevance,reinitialized,0.9428791303627841,0.
789,Topic 5,Relevance,deadly,0.9428791303627841,0.
790,Topic 5,Relevance,formable,0.9428791303627841,0.
791,Topic 5,Relevance,canal,0.9428791303627841,0.
792,Topic 5,Relevance,depp,0.9428791303627841,0.
793,Topic 5,Relevance,eben,0.9428791303627841,0.
794,Topic 5,Relevance,splat,0.9428791303627841,0.
795,Topic 5,Relevance,neuk,0.9428791303627841,0.
796,Topic 5,Relevance,crazy,0.9428791303627841,0.
797,Topic 5,Relevance,takeaways,0.9428791303627841,0.
798,Topic 5,Relevance,attacker,0.9428791303627841,0.
799,Topic 5,Relevance,struggled,0.9428791303627841,0.
800,Topic 5,Relevance,learning,0.9390805591837514,0.25
801,Topic 5,Relevance,features,0.9385297367028806,0.25
802,Topic 5,Relevance,training,0.9328152983770346,0.25
803,Topic 5,Relevance,performance,0.9317444148393701,0.25
804,Topic 5,Relevance,feature,0.9294511151526785,0.25
805,Topic 5,Relevance,fier,0.9249490203399919,0.25
806,Topic 5,Relevance,trained,0.9246398569215611,0.25
807,Topic 5,Relevance,classification,0.9198743129262437,0.25
808,Topic 5,Relevance,embedding,0.9186608390156469,0.25
809,Topic 5,Relevance,image,0.9182645097370391,0.25
810,Topic 5,Relevance,images,0.9182294973446798,0.25
811,Topic 5,Relevance,neural,0.9169289919672013,0.25
812,Topic 5,Relevance,deep,0.9145765021677126,0.25
813,Topic 5,Relevance,layer,0.9144081238386326,0.25
814,Topic 5,Relevance,lasso,0.9127745747618594,0.25
815,Topic 5,Relevance,prediction,0.9121801763866323,0.25
816,Topic 5,Relevance,train,0.9111785502965943,0.25
817,Topic 5,Relevance,learn,0.9099359218309816,0.25
818,Topic 5,Relevance,forest,0.9085860133645839,0.25
819,Topic 5,Relevance,supervised,0.9084676803687943,0.25
820,Topic 5,Relevance,validation,0.9080594832907889,0.25
821,Topic 5,Relevance,roc,0.9076441767742692,0.25
822,Topic 5,Relevance,layers,0.9072278527675204,0.25
823,Topic 5,Relevance,tasks,0.9054814962444083,0.25
824,Topic 5,Relevance,task,0.9053034306152283,0.25
825,Topic 5,Relevance,features,0.9444158797595595,0.5
826,Topic 5,Relevance,performance,0.9368685263893899,0.5
827,Topic 5,Relevance,learning,0.9362868494802172,0.5
828,Topic 5,Relevance,training,0.9312052424166903,0.5
829,Topic 5,Relevance,feature,0.927629926828095,0.5
830,Topic 5,Relevance,prediction,0.9128326505877804,0.5
831,Topic 5,Relevance,classification,0.9121496291696171,0.5
832,Topic 5,Relevance,fier,0.9071661564174277,0.5
833,Topic 5,Relevance,trained,0.9054794928567684,0.5
834,Topic 5,Relevance,models,0.9052963144598591,0.5
835,Topic 5,Relevance,class,0.9051836172578261,0.5
836,Topic 5,Relevance,embedding,0.900527688461905,0.5
837,Topic 5,Relevance,image,0.897449924795551,0.5
838,Topic 5,Relevance,neural,0.8952610256467288,0.5
839,Topic 5,Relevance,data,0.8936262777272055,0.5
840,Topic 5,Relevance,images,0.8935264202426643,0.5
841,Topic 5,Relevance,layer,0.8918541997901159,0.5
842,Topic 5,Relevance,cross,0.889373076297048,0.5
843,Topic 5,Relevance,deep,0.8892924047821139,0.5
844,Topic 5,Relevance,task,0.8883235521209281,0.5
845,Topic 5,Relevance,regression,0.8849491041673406,0.5
846,Topic 5,Relevance,machine,0.8847717365047298,0.5
847,Topic 5,Relevance,accuracy,0.8839069513490392,0.5
848,Topic 5,Relevance,train,0.8830457464073259,0.5
849,Topic 5,Relevance,learn,0.8821666626819354,0.5
850,Topic 5,Relevance,features,0.9440111852949972,0.75
851,Topic 5,Relevance,performance,0.9357416070471792,0.75
852,Topic 5,Relevance,learning,0.9271301340182718,0.75
853,Topic 5,Relevance,training,0.9232838126589954,0.75
854,Topic 5,Relevance,feature,0.9195184155892321,0.75
855,Topic 5,Relevance,models,0.9096593654214501,0.75
856,Topic 5,Relevance,prediction,0.9073309220060207,0.75
857,Topic 5,Relevance,class,0.9052609373882494,0.75
858,Topic 5,Relevance,data,0.8982044595560873,0.75
859,Topic 5,Relevance,classification,0.8981527362635247,0.75
860,Topic 5,Relevance,fier,0.8829974719517256,0.75
861,Topic 5,Relevance,trained,0.8799245401061728,0.75
862,Topic 5,Relevance,embedding,0.876048414543218,0.75
863,Topic 5,Relevance,accuracy,0.8739860364753078,0.75
864,Topic 5,Relevance,image,0.870270761412846,0.75
865,Topic 5,Relevance,cross,0.867697033653921,0.75
866,Topic 5,Relevance,neural,0.867230776715283,0.75
867,Topic 5,Relevance,regression,0.8665088343132479,0.75
868,Topic 5,Relevance,test,0.8663491219400554,0.75
869,Topic 5,Relevance,task,0.865096856734268,0.75
870,Topic 5,Relevance,datasets,0.8638119371799958,0.75
871,Topic 5,Relevance,layer,0.8629480017495806,0.75
872,Topic 5,Relevance,images,0.8624283242864211,0.75
873,Topic 5,Relevance,machine,0.8596301663607209,0.75
874,Topic 5,Relevance,positive,0.8583496793542583,0.75
875,Topic 5,Saliency,features,0.3440887,
876,Topic 5,Saliency,performance,0.2930632,
877,Topic 5,Saliency,learning,0.25680572,
878,Topic 5,Saliency,training,0.23714823,
879,Topic 5,Saliency,feature,0.22053014,
880,Topic 5,Saliency,prediction,0.17030647,
881,Topic 5,Saliency,models,0.16225806,
882,Topic 5,Saliency,class,0.1551286,
883,Topic 5,Saliency,classification,0.14985354,
884,Topic 5,Saliency,data,0.12532938,
885,Topic 5,Saliency,fier,0.11755988,
886,Topic 5,Saliency,trained,0.11161126,
887,Topic 5,Saliency,embedding,0.10348368,
888,Topic 5,Saliency,image,0.094039686,
889,Topic 5,Saliency,accuracy,0.089768715,
890,Topic 5,Saliency,neural,0.08925383,
891,Topic 5,Saliency,cross,0.08728504,
892,Topic 5,Saliency,task,0.08387337,
893,Topic 5,Saliency,regression,0.08350139,
894,Topic 5,Saliency,layer,0.08285316,
895,Topic 5,Saliency,images,0.08274833,
896,Topic 5,Saliency,machine,0.07657651,
897,Topic 5,Saliency,deep,0.07609304,
898,Topic 5,Saliency,datasets,0.07342713,
899,Topic 5,Saliency,test,0.06856801,
900,Topic 6,Probability,snp,0.03081602230668068,
901,Topic 6,Probability,snps,0.03026716783642769,
902,Topic 6,Probability,population,0.016843095421791077,
903,Topic 6,Probability,plo,0.016763053834438324,
904,Topic 6,Probability,genetic,0.015539565123617649,
905,Topic 6,Probability,variants,0.015402351506054401,
906,Topic 6,Probability,type,0.014693413861095905,
907,Topic 6,Probability,genotype,0.013652876950800419,
908,Topic 6,Probability,allele,0.011949140578508377,
909,Topic 6,Probability,association,0.011503195390105247,
910,Topic 6,Probability,populations,0.010142493061721325,
911,Topic 6,Probability,individuals,0.00965081062167883,
912,Topic 6,Probability,locus,0.008553101681172848,
913,Topic 6,Probability,markers,0.008049984462559223,
914,Topic 6,Probability,genome,0.007958509027957916,
915,Topic 6,Probability,disease,0.007878467440605164,
916,Topic 6,Probability,types,0.00780986063182354,
917,Topic 6,Probability,frequency,0.007661212235689163,
918,Topic 6,Probability,power,0.0075583020225167274,
919,Topic 6,Probability,ancestry,0.007318178191781044,
920,Topic 6,Probability,marker,0.007123792078346014,
921,Topic 6,Probability,loci,0.00705518526956439,
922,Topic 6,Probability,samples,0.007009447086602449,
923,Topic 6,Probability,prs,0.006186164915561676,
924,Topic 6,Probability,test,0.006026082672178745,
925,Topic 6,Relevance,spleen,1.0,0.
926,Topic 6,Relevance,pinpointing,1.0,0.
927,Topic 6,Relevance,stylesheet,1.0,0.
928,Topic 6,Relevance,lassos,1.0,0.
929,Topic 6,Relevance,tactics,1.0,0.
930,Topic 6,Relevance,generational,1.0,0.
931,Topic 6,Relevance,worsen,1.0,0.
932,Topic 6,Relevance,rephrasing,1.0,0.
933,Topic 6,Relevance,frontiers,1.0,0.
934,Topic 6,Relevance,wig,1.0,0.
935,Topic 6,Relevance,coalescing,1.0,0.
936,Topic 6,Relevance,serially,1.0,0.
937,Topic 6,Relevance,continents,1.0,0.
938,Topic 6,Relevance,cattle,1.0,0.
939,Topic 6,Relevance,cryptographic,1.0,0.
940,Topic 6,Relevance,cosmopolitan,1.0,0.
941,Topic 6,Relevance,ashkenazi,1.0,0.
942,Topic 6,Relevance,pitted,1.0,0.
943,Topic 6,Relevance,paternity,1.0,0.
944,Topic 6,Relevance,misreading,1.0,0.
945,Topic 6,Relevance,panmictic,1.0,0.
946,Topic 6,Relevance,easton,1.0,0.
947,Topic 6,Relevance,irish,1.0,0.
948,Topic 6,Relevance,hbo,1.0,0.
949,Topic 6,Relevance,gende,1.0,0.
950,Topic 6,Relevance,snp,1.0,0.25
951,Topic 6,Relevance,snps,0.9996828034081983,0.25
952,Topic 6,Relevance,plo,0.9889652530253127,0.25
953,Topic 6,Relevance,genotype,0.9845338586890333,0.25
954,Topic 6,Relevance,allele,0.9832785157308732,0.25
955,Topic 6,Relevance,locus,0.9748878861775367,0.25
956,Topic 6,Relevance,ancestry,0.9746247571038494,0.25
957,Topic 6,Relevance,population,0.9743203045910916,0.25
958,Topic 6,Relevance,populations,0.9731951956813127,0.25
959,Topic 6,Relevance,loci,0.971219822403085,0.25
960,Topic 6,Relevance,alleles,0.970018987633169,0.25
961,Topic 6,Relevance,genotypes,0.9676059265256092,0.25
962,Topic 6,Relevance,variants,0.9674415064072541,0.25
963,Topic 6,Relevance,geno,0.9620302074537901,0.25
964,Topic 6,Relevance,markers,0.95841491199223,0.25
965,Topic 6,Relevance,hap,0.957682477763338,0.25
966,Topic 6,Relevance,trait,0.9556927723531528,0.25
967,Topic 6,Relevance,prs,0.9555036705572694,0.25
968,Topic 6,Relevance,afr,0.9519409204419225,0.25
969,Topic 6,Relevance,individuals,0.9505246692085583,0.25
970,Topic 6,Relevance,linkage,0.950257306493986,0.25
971,Topic 6,Relevance,recombination,0.9495287005385589,0.25
972,Topic 6,Relevance,allelic,0.9490201944997655,0.25
973,Topic 6,Relevance,marker,0.9488281627225412,0.25
974,Topic 6,Relevance,genetic,0.9482755032573095,0.25
975,Topic 6,Relevance,snp,0.9993456098899453,0.5
976,Topic 6,Relevance,snps,0.9987044525308414,0.5
977,Topic 6,Relevance,plo,0.9774290955160361,0.5
978,Topic 6,Relevance,genotype,0.9695620492174383,0.5
979,Topic 6,Relevance,population,0.9676750824983965,0.5
980,Topic 6,Relevance,allele,0.9655459249832626,0.5
981,Topic 6,Relevance,variants,0.9609135033678254,0.5
982,Topic 6,Relevance,populations,0.9548531330178007,0.5
983,Topic 6,Relevance,locus,0.9519397173112921,0.5
984,Topic 6,Relevance,genetic,0.9482109936647568,0.5
985,Topic 6,Relevance,ancestry,0.9480535857401682,0.5
986,Topic 6,Relevance,loci,0.9448889482059638,0.5
987,Topic 6,Relevance,markers,0.9393988051129943,0.5
988,Topic 6,Relevance,association,0.9387917267888636,0.5
989,Topic 6,Relevance,alleles,0.9387435760719789,0.5
990,Topic 6,Relevance,individuals,0.9383965172527142,0.5
991,Topic 6,Relevance,genotypes,0.9338658259594657,0.5
992,Topic 6,Relevance,type,0.9333029609158541,0.5
993,Topic 6,Relevance,prs,0.9311734115568858,0.5
994,Topic 6,Relevance,marker,0.9300323144331156,0.5
995,Topic 6,Relevance,geno,0.9272938464394951,0.5
996,Topic 6,Relevance,power,0.927165388397495,0.5
997,Topic 6,Relevance,trait,0.9247642490295612,0.5
998,Topic 6,Relevance,typing,0.9170568680830222,0.5
999,Topic 6,Relevance,frequency,0.9167211893303705,0.5
1000,Topic 6,Relevance,snp,0.991933738617368,0.75
1001,Topic 6,Relevance,snps,0.9909682072487596,0.75
1002,Topic 6,Relevance,plo,0.9591241347396381,0.75
1003,Topic 6,Relevance,population,0.9543985191364982,0.75
1004,Topic 6,Relevance,genotype,0.9478242619424377,0.75
1005,Topic 6,Relevance,variants,0.9478015314638547,0.75
1006,Topic 6,Relevance,genetic,0.9417429075169133,0.75
1007,Topic 6,Relevance,allele,0.9410340502756596,0.75
1008,Topic 6,Relevance,type,0.9322540331013043,0.75
1009,Topic 6,Relevance,populations,0.9297950739580969,0.75
1010,Topic 6,Relevance,association,0.9262418776068131,0.75
1011,Topic 6,Relevance,locus,0.9222277943820073,0.75
1012,Topic 6,Relevance,individuals,0.9197544479201128,0.75
1013,Topic 6,Relevance,ancestry,0.9146918626588808,0.75
1014,Topic 6,Relevance,markers,0.9137611784861478,0.75
1015,Topic 6,Relevance,loci,0.9117924172771479,0.75
1016,Topic 6,Relevance,power,0.9053629560014174,0.75
